Timestamp,Status,HttpCode,Connection,ContentSnippet
2026-03-05 15:22:23,OK,200,DIRECT -> https://www.google.com,<!doctype html><html itemscope="" itemtype="http://schema.org/WebPage" lang="it"><head><meta cont...
